Food_Code,Food_Name,Description,Food_Group,Previous,Main data references,Footnote,Edible proportion,Specific gravity,Total solids,Nitrogen conversion factor ,Glycerol conversion factor
15-858,"Rice and pigeon peas, brown rice",Recipe. West Indian dish. Recipe from review of recipe collection,DR,15-577 ,Updated 2014,,1.00,,,,
15-859,Rice and red kidney beans,Recipe. West Indian dish. Recipe from review of recipe collection,DR,15-578 ,Updated 2014,,1.00,,,,
15-860,"Rice and red kidney beans, brown rice",Recipe. West Indian dish. Recipe from review of recipe collection,DR,15-579 ,Updated 2014,,1.00,,,,
15-861,Rice and split peas,Recipe. West Indian dish. Recipe from review of recipe collection,DR,15-580 ,Updated 2014,,1.00,,,,
15-862,"Rice and split peas, brown rice",Recipe. West Indian dish. Recipe from review of recipe collection,DR,15-581 ,Updated 2014,,1.00,,,,
11-867,"Rice, brown, basmati, boiled in unsalted water","6 samples, 5 products",AC,,"LGC, Nutrient survey of flours and grains, 2005",,1.00,,,5.95,0.82
11-866,"Rice, brown, basmati, raw","6 samples, 5 products",AC,,"LGC, Nutrient survey of flours and grains, 2005",,1.00,,,5.95,0.82
11-871,"Rice, brown, easy cook, boiled in unsalted water","6 samples, 5 products, including Italian and American",AC,,"LGC, Nutrient survey of flours and grains, 2005",,1.00,,,5.95,
11-870,"Rice, brown, easy cook, raw","6 samples, 5 products, including Italian and American",AC,,"LGC, Nutrient survey of flours and grains, 2005",,1.00,,,5.95,
11-869,"Rice, brown, wholegrain, boiled in unsalted water","6 samples, 6 products",AC,11-443 ,"LGC, Nutrient survey of flours and grains, 2005",,1.00,,,5.95,0.82
11-868,"Rice, brown, wholegrain, raw","6 samples, 6 products",AC,11-442 ,"LGC, Nutrient survey of flours and grains, 2005",,1.00,,,5.95,0.82
11-885,"Rice, egg fried, ready cooked, re-heated, retail, not takeaway","6 samples, 6 products",AC,,"LGC, Nutrient survey of flours and grains, 2005",,1.00,,,5.95,0.956
11-444,"Rice, egg fried, takeaway",10 samples from different outlets,AC,12-818 12-916 50-298 ,"Aspland and James, Nutrient analysis of ethnic and takeaway foods, 1997",,1.00,,,5.95,0.956
11-968,"Rice, pilau, plain, homemade",Recipe from a personal collection,AC,11-561 ,As MW6. Updated 2013,,1.00,,,,
11-884,"Rice, ready-cooked, ""plain"", re-heated","8 samples, 5 products",AC,,"LGC, Nutrient survey of flours and grains, 2005",,1.00,,,5.95,0.82
11-876,"Rice, red, raw","6 samples, 4 products, Carmargue rice",AC,11-037 ,Nutrient survey of flours and grains 2005,,1.00,,,5.95,0.82
11-881,"Rice, savoury, including chicken, beef, mushroom and vegetable varieties, dried, cooked","10 samples, 10 products, assorted meat and vegetable varieties. Cooked in water according to manufacturer's instructions",AC,11-620 ,"LGC, Nutrient survey of flours and grains, 2005; and industry data, 2013",,1.00,,,5.95,0.956
11-880,"Rice, savoury, including chicken, beef, mushroom and vegetable varieties, dried, uncooked","10 samples, 10 products, assorted meat and vegetable varieties",AC,11-039 ,"LGC, Nutrient survey of flours and grains, 2005",,1.00,,,5.95,0.956
11-875,"Rice, Thai fragrant, boiled in unsalted water","8 samples, 7 products",AC,,"LGC, Nutrient survey of flours and grains, 2005",,1.00,,,5.95,
11-874,"Rice, Thai fragrant, raw","8 samples, 7 products",AC,,"LGC, Nutrient survey of flours and grains, 2005",,1.00,,,5.95,0.82
11-858,"Rice, white, basmati, boiled in unsalted water","11 samples, 9 products",AC,,"LGC, Nutrient survey of flours and grains, 2005",,1.00,,,5.95,0.82
11-860,"Rice, white, basmati, easy cook, boiled in unsalted water","7 samples, 5 products",AC,,"LGC, Nutrient survey of flours and grains, 2005",,1.00,,,5.95,
11-859,"Rice, white, basmati, easy cook, raw","7 samples, 5 products",AC,,"LGC, Nutrient survey of flours and grains, 2005",,1.00,,,5.95,0.82
11-857,"Rice, white, basmati, raw","11 samples, 9 products",AC,11-041 ,"LGC, Nutrient survey of flours and grains, 2005",,1.00,,,5.95,0.82
11-879,"Rice, white, Italian ""Arborio"" risotto, boiled in unsalted water","7 samples, 7 products.",AC,,"LGC, Nutrient survey of flours and grains, 2005",,1.00,,,5.95,0.82
11-878,"Rice, white, Italian Arborio risotto, raw","7 samples, 7 products",AC,,"LGC, Nutrient survey of flours and grains, 2005",,1.00,,,5.95,0.82
11-862,"Rice, white, long grain, boiled in unsalted water","10 samples, 9 products",AC,11-050 ,"LGC, Nutrient survey of flours and grains, 2005",,1.00,,,5.95,
11-864,"Rice, white, long grain, easy cook, boiled in unsalted water","10 samples, 9 products",AC,11-446 ,"LGC, Nutrient survey of flours and grains, 2005",,1.00,,,5.95,0.82
11-863,"Rice, white, long grain, easy cook, raw","10 samples, 9 products",AC,11-445 ,"LGC, Nutrient survey of flours and grains, 2005",,1.00,,,5.95,0.82
11-861,"Rice, white, long grain, raw","10 samples, 9 products",AC,11-049 ,"LGC, Nutrient survey of flours and grains, 2005",,1.00,,,5.95,0.82
11-865,"Rice, white, pudding, raw","8 samples, 7 products",AC,,"LGC, Nutrient survey of flours and grains, 2005",,1.00,,,5.95,0.82
11-873,"Rice, wild, boiled in unsalted water","5 samples, 3 products",AC,,"LGC, Nutrient survey of flours and grains, 2005",,1.00,,,5.95,0.82
11-872,"Rice, wild, raw","5 samples, 3 products",AC,,"LGC, Nutrient survey of flours and grains, 2005",,1.00,,,5.95,0.82
19-566,"Risotto, chicken, homemade",Recipe,MR,19-384 ,Updated 2014,,1.00,,,,
11-999,"Risotto, plain, homemade",Recipe,AT,11-605 ,Recalculated 2013,,1.00,,,,
15-864,"Risotto, vegetable, brown rice","Recipe. Brown rice, vegetables, red kidney beans and cashew nuts. Recipe from Leeds Polytechnic",DR,15-582 ,Updated 2014,,1.00,,,,
15-863,"Risotto, white rice, vegetable, homemade","Risotto rice, vegetables, red kidney beans and cashew nuts. Recipe from Leeds Polytechnic",DR,,Updated 2014,,1.00,,,,
15-281,"Rissoles, brown rice, fried in sunflower oil",Recipe from dietary survey records,DR,,"Vegetable Dishes Supplement, 1992.",,1.00,,,,
15-282,"Rissoles, brown rice, fried in vegetable oil",Recipe from dietary survey records.,DR,,"Vegetable Dishes Supplement, 1992.",,1.00,,,,
15-865,"Rissoles, chick pea, fried in sunflower oil",Recipe from dietary survey records,DR,15-583 ,Updated 2014,,1.00,,,,
15-866,"Rissoles, chick pea, fried in vegetable oil",Recipe from dietary survey records,DR,15-584 ,Updated 2014,,1.00,,,,
15-279,"Rissoles, lentil, fried in sunflower oil",Recipe from review of recipe collection,DR,,"Vegetable Dishes Supplement, 1992.",,1.00,,,,
15-280,"Rissoles, lentil, fried in vegetable oil",Recipe from review of recipe collection,DR,,"Vegetable Dishes Supplement, 1992.",,1.00,,,,
15-867,"Rissoles, vegetable, fried in sunflower oil","Recipe. Potato, turnip, carrot and pea. Recipe from dietary survey records",DR,15-585 ,Updated 2014,,1.00,,,,
15-868,"Rissoles, vegetable, fried in vegetable oil","Recipe. Potato, turnip, carrot and pea. Recipe from dietary survey records",DR,15-586 ,Updated 2014,,1.00,,,,
11-1109,"Rock cakes, homemade",Recipe,AN,11-646 ,Updated 2014,,1.00,,,,
16-134,"Rock Salmon/Dogfish, in batter, fried in blended oil","Samples as fried in retail blend oil, fatty acids calculated",JA,50-573 ,"LGC, Analytical survey of fish and fish products, 1991-1992",,1.00,,,,
16-135,"Rock Salmon/Dogfish, in batter, fried in blended oil, weighed with bones",Calculated from fried in blended oil 16-134,JA,50-574 ,"LGC, Analytical survey of fish and fish products, 1991-1992",,0.93,,,,
16-136,"Rock Salmon/Dogfish, in batter, fried in dripping",Samples as fried in retail blend oil 16-138 fatty acids calculated,JA,50-575 ,"LGC, Analytical survey of fish and fish products, 1991-1992",,1.00,,,,
16-137,"Rock Salmon/Dogfish, in batter, fried in dripping, weighed with bones",Calculated from fried in dripping 16-136,JA,50-576 ,"LGC, Analytical survey of fish and fish products, 1991-1992",,0.93,,,,
16-138,"Rock Salmon/Dogfish, in batter, fried in retail blend oil","10 samples purchased from fish and chip shops, fatty acids calculated",JA,,"LGC, Analytical survey of fish and fish products, 1991-1992",,1.00,,,,
16-139,"Rock Salmon/Dogfish, in batter, fried in retail blend oil, weighed with bones",Calculated from fried in retail blend oil,JA,,"LGC, Analytical survey of fish and fish products, 1991-1992",,0.93,,,,
16-140,"Rock Salmon/Dogfish, in batter, fried in sunflower oil","Samples as fried in retail blend oil, fatty acids calculated",JA,,"LGC, Analytical survey of fish and fish products, 1991-1992",,1.00,,,,
16-141,"Rock Salmon/Dogfish, in batter, fried in sunflower oil, weighed with bones",Calculated from fried in sunflower oil,JA,,"LGC, Analytical survey of fish and fish products, 1991-1992",,0.93,,,,
16-133,"Rock Salmon/Dogfish, raw",Data from Seafish Industry Authority and literature sources,JA,,"Fish and Fish Products Supplement, 1993",,N,,,,
13-522,"Rocket, raw","19 samples, autumn and winter, UK grown and imported",DG,,"DH, Nutrient analysis of fruit and vegetables, 2013",,1.00,,,6.25,
16-301,"Roe, cod, hard, coated in batter, fried",7 samples from fish and chip shops,JR,,"LGC, Analytical survey of fish and fish products, 1991-1992",,1.00,,,,
16-299,"Roe, cod, hard, raw",6 samples from assorted outlets,JR,408 550 ,"LGC, Fish and fish products, 1986-1987",,1.00,,,,0.7
16-302,"Roe, herring, soft, raw",10 samples from assorted outlets,JR,409 552 ,"LGC, Nutritional survey fish and fish products, 1986-1987",,1.00,,,,0.7
16-132,"Rohu, raw",Literature sources. Imported frozen from Bangladesh,JA,,Gopalan et al (1980) Nutritive value of Indian foods,,0.78,,,,
13-882,"Rosemary, dried",Literature sources,H,13-851 ,"Reviewed 2013. Marsh et al. (1977) Composition of foods: spices and herbs, raw, processed and prepared, Agriculture Handbook No. 8-2; and data from USDA SR26, 2013",,1.00,,,6.25,
13-892,"Rosemary, fresh",7 samples and calculation from dried,H,13-850 ,"LGC, Fruit and vegetables, 1989-1990; and data calculated from USDA SR26, 2013",,1.00,,,6.25,0.8
15-869,"Roulade, spinach",Recipe from dietary survey records,DR,15-587 ,Updated 2014,,1.00,,,,
11-1111,"Rum baba, homemade",Recipe,AP,11-672 ,Updated 2014,,1.00,,,,
11-940,Rusks,"8 samples, 8 products",AK,11-161 11-162 11-163 11-164 ,Nutrient analysis of a range of processed foods with particular reference to trans fatty acids 2011,,1.00,,,5.7,0.956
15-629,"Saag, homemade","5 samples, spinach curry",DR,,"University of Leeds, Nutritional analysis of commonly consumed South Asian foods in the UK, 2007",,1.00,,,6.25,
13-852,Saffron,Literature sources,H,,"Marsh et al. (1977) Composition of foods: spices and herbs, raw, processed and prepared, Agriculture Handbook No. 8-2",,1.00,,,,
13-854,"Sage, dried, ground",Literature souces,H,50-850 ,"Marsh et al. (1977) Composition of foods: spices and herbs, raw, processed and prepared, Agriculture Handbook No. 8-2",,1.00,,,,
13-853,"Sage, fresh",5 samples and calculation from dried,H,,"LGC, Fruit and vegetables, 1989-1990",,1.00,,,,
11-023,"Sago, raw",2 samples from different shops,AA,50-008 ,"MW3, 1960. Reviewed 2014",,1.00,,,5.7,
17-703,Salad cream,"3 samples, different brands",WCG,17-512 ,"LGC, Dairy products and eggs, 1989; and industry data, 2013. Vitamin E from Milk Marketing Board, 1992 'Fat, Fatty acids and vitamin E content of a selection of biscuits, cakes and desserts'.",,1.00,,,6.25,0.956
17-704,"Salad cream, reduced fat",Label and data calculated,WCG,17-327 ,"Industry data, 2013;  fatty acids calculated from Fatty Acid Supplement, 1998 (17-452)",,1.00,,,6.25,
15-870,"Salad, beetroot and onion in French dressing",Recipe from review of recipe collection,DR,15-588 ,Updated 2014,,1.00,,,,
15-871,"Salad, Greek","Recipe. Salad with feta cheese, olives and olive oil. Recipe from review of recipe collection",DR,15-589 ,Updated 2014,,1.00,,,,
15-648,"Salad, green","Lettuce, cucumber, pepper and celery. Recipe from review of recipe collection",DR,15-380 ,Updated 2013,,1.00,,,,
15-872,"Salad, pasta, vegetables and mayonnaise",Recipe from dietary survey records,DR,15-590 ,Updated 2014,,1.00,,,,
15-873,"Salad, potato, with French dressing",Recipe from review of recipe collection,DR,15-591 ,Updated 2014,,1.00,,,,
15-874,"Salad, potato, with mayonnaise",Recipe from review of recipe collection,DR,15-592 ,Updated 2014,,1.00,,,,
15-654,"Salad, potato, with mayonnaise, retail",Recipe from manufacturers,DR,15-297 ,"Vegetable Dishes Supplement, 1992; and industry data, 2013",,1.00,,,6.25,
15-875,"Salad, rice, brown","Recipe. Rice, vegetables, nut and raisin. Recipe from dietary survey records",DR,15-593 ,Updated 2014,,1.00,,,,
15-649,"Salad, rice, homemade","Rice, vegetables, nut and raisin. Recipe from dietary survey records",DR,15-381 ,Updated 2013,,1.00,,,,
15-876,"Salad, tomato and onion",Recipe from review of recipe collection,DR,15-594 ,Updated 2014,,1.00,,,,
15-878,"Salad, Waldorf","Recipe. Apple, walnut and celery with mayonnaise. Recipe from review of recipe collection",DR,15-596 ,Updated 2014,,1.00,,,,
15-294,"Salad, wholemeal pasta, with vegetables and mayonnaise",Recipe from dietary survey records,DR,,As Vegetable Dishes Supplement 1992,,1.00,,,,
19-517,Salami,"22 samples including Danish, French, German and Italian. 90-100% meat",MI,19-110 ,"LGC, Analytical survey of meat products, 1990-1991; and industry data, 2013. Vitamin K1 from Bolton-Smith et al Br.J. Nutr.83, 2000",,1.00,,,,0.93
19-508,Salami snack,Including Peperami and own brand equivalents,MI,19-108 ,"Industry data, 2013",,1.00,,,6.25,0.93
19-625,"Salmis of pheasant, homemade",Recipe,MR,,Updated 2014,,1.00,,,,
16-453,"Salmon en croute, retail",Calculated from manufacturers' proportions,JR,16-304 ,"Reviewed 2013. Fish and Fish Products Supplement, 1993",,1.00,,,,
16-359,"Salmon, farmed, flesh only, baked","10 samples, fresh fillets",J,,"Direct Laboratories, Nutrient analysis catch up project, 2003",,0.87,,,6.25,0.9
16-357,"Salmon, farmed, flesh only, grilled","10 samples, fresh fillets",J,16-327 ,"Direct Laboratories, Nutrient analysis catch up project, 2003",,0.87,,,6.25,0.9
16-484,"Salmon, farmed, flesh only, grilled, weighed with bones and skin",Calculated from 16-357 using edible conversion factor of 0.87,JC,16-345 ,"Direct Laboratories, Nutrient analysis catch up project, 2003",,0.87,,,6.25,0.9
16-356,"Salmon, farmed, flesh only, raw","10 samples, fresh fillets",J,16-326 ,"Direct Laboratories, Nutrient analysis catch up project, 2003",,0.93,,,6.25,0.9
16-358,"Salmon, farmed, flesh only, steamed","10 samples, fresh fillets",J,16-205 ,"Direct Laboratories, Nutrient analysis catch up project, 2003",,0.87,,,6.25,0.9
16-483,"Salmon, farmed, flesh only, steamed, fillets weighed with bones and skin",Calculated from 16-358 using edible conversion factor of 0.87,JC,16-206 ,"Direct Laboratories, Nutrient analysis catch up project, 2003",,0.87,,,6.25,0.9
16-420,"Salmon, pink, canned in brine, drained","9 samples, 7 products, large bones removed. Includes skin and some bones",JC,16-346 ,"DH, Nutrient analysis of fish and fish products, 2013",,0.71,,,6.25,0.9
16-418,"Salmon, red, canned in brine, drained","10 samples, 10 products, large bones removed. Includes skin and some bones",JC,16-211 ,"DH, Nutrient analysis of fish and fish products, 2013",,0.70,,,6.25,0.9
16-419,"Salmon, red, canned in brine, skinless and boneless, drained","4 samples, 3 products",JC,16-210 ,"DH, Nutrient analysis of fish and fish products, 2013",,0.72,,,6.25,0.9
16-412,"Salmon, smoked (cold-smoked)","11 samples, 11 products. Salmon that is cured using salt and then smoked at low temperature; most smoked salmon is cold-smoked",JC,16-207 ,"DH, Nutrient analysis of fish and fish products, 2013",,1.00,,,6.25,0.9
16-413,"Salmon, smoked (hot-smoked)","7 samples, 7 products. Salmon that has been smoked over heat, flesh only",JC,,"DH, Nutrient analysis of fish and fish products, 2013",,0.96,,,6.25,0.9
16-485,"Salmon, wild, baked",Calculated from 16-360 using 16.7% weight loss,JC,,"Direct Laboratories, Nutrient analysis catch up project, 2003",,1.00,,,6.25,0.9
16-360,"Salmon, wild, flesh only, raw","10 samples, fresh steaks",J,16-326 ,"Direct Laboratories, Nutrient analysis catch up project, 2003",,0.77,,,6.25,0.9
16-486,"Salmon, wild, grilled",Calculated from 16-360 using 14.6% weight loss,JC,,"Direct Laboratories, Nutrient analysis catch up project, 2003",,1.00,,,6.25,0.9
16-487,"Salmon, wild, steamed",Calculated from 16-360 using 12.7% weight loss,JC,,"Direct Laboratories, Nutrient analysis catch up project, 2003",,1.00,,,6.25,0.9
13-601,"Salsify, flesh only, boiled in unsalted water","Ends ttrimmed, boiled 22 minutes, based on boiled in salted water",DG,,"IIFR, The nutritional composition of retail vegetables in the UK, 1984-1987",,1.00,,,6.25,0.8
13-334,"Salsify, flesh only, raw",Ends trimmed,DG,,"Vegetables, Herbs and Spices Supplement, 1991",,0.59,,,,
17-367,Salt,"2 samples, table salt",WY,50-1184 ,"Reviewed 2013. LGC, Analysis of assorted foods, 1994",,1.00,,,,
16-010,"Salted fish, Chinese, bones removed, steamed",8 assorted varieties,JA,,"Fish and Fish Products Supplement, 1993",,N,,,,
12-467,"Sambar, homemade","6 samples, spicy yellow lentil stew",DR,,"University of Leeds, Nutritional analysis of commonly consumed South Asian foods in the UK, 2007",,1.00,,,6.25,
19-596,"Samosas, lamb, baked, homemade",Recipe,MR,19-361 ,Updated 2014,,1.00,,,,
19-597,"Samosas, lamb, deep fried in rapeseed oil, homemade",Recipe,MI,19-362 ,Updated 2014,,1.00,,,,
15-305,"Samosas, vegetable, retail","5 samples, 3 brands; mixed vegetable filling",DR,11-354 50-175 15-351 ,"Reviewed 2013. LGC, Fruit and vegetables, 1989-1990; fatty acids and phytosterols from Fatty Acids Supplement 15-351",,1.00,,,,0.96
11-955,"Sandwich, white bread, bacon, lettuce and tomato",Recipe from University of North London survey of commercial sandwiches,AB,11-563 ,University of North London 1997. Recalculated in 2013,,1.00,,,,
11-963,"Sandwich, white bread, cheddar cheese and pickle",Recipe from University of North London survey of commercial sandwiches,AB,11-564 ,"University of North London, 1997. Recalculated in 2013",,1.00,,,,
11-964,"Sandwich, white bread, chicken salad",Recipe from University of North London survey of commercial sandwiches,AB,11-565 ,"University of North London, 1997. Recalculated in 2013",,1.00,,,,
11-966,"Sandwich, white bread, egg mayonnaise",Recipe from University of North London survey of commercial sandwiches,AB,11-567 ,"University of North London, 1997. Recalculated in 2013",,1.00,,,,
11-965,"Sandwich, white bread, ham salad",Recipe from University of North London survey of commercial sandwiches,AB,11-566 ,"University of North London, 1997. Recalculated in 2013",,1.00,,,,
11-967,"Sandwich, white bread, tuna mayonnaise",Recipe from University of North London survey of commercial sandwiches,AB,11-568 ,"University of North London, 1997. Recalculated in 2013",,1.00,,,,
14-256,"Sapodilla, flesh only",Literature sources;,FA,,"Fruit and Nuts Supplement, 1992",,0.81,,,,
16-424,"Sardines, canned in brine, drained","6 samples, 5 products",JC,16-328 ,"DH, Nutrient analysis of fish and fish products, 2013",,0.58,,,6.25,0.9
16-440,"Sardines, canned in olive oil, drained",Calculated from 16-424 and 17-038,JC,,"DH, Nutrient analysis of fish and fish products, 2013",,0.7,,,,
16-439,"Sardines, canned in sunflower oil, drained","Calculated from 16-424, sunflower oil  and industry data, 2013",JC,16-329 ,"DH, Nutrient analysis of fish and fish products, 2013",,0.7,,,,
16-422,"Sardines, canned in tomato sauce, whole contents","9 samples, 8 products",JC,16-217 ,"DH, Nutrient analysis of fish and fish products, 2013",,1.00,,,6.25,0.9
16-438,"Sardines, flesh only, grilled",Calculated from raw (analytical data 2010-2011) using weight loss on cooking,JC,,"Nutrient analysis of fish and fish products, 2013",,1,,,,
16-488,"Sardines, flesh only, grilled, weighed with skin and bones",Calculated from 16-438 using edible conversion factor of 0.63,JC,,"DH, Nutrient analysis of fish and fish products, 2013",,0.63,,,6.25,0.9
16-401,"Sardines, flesh only, raw","6 samples, 5 products, frozen and chilled",JC,,"DH, Nutrient analysis of fish and fish products, 2013",,0.47,,,6.25,0.9
12-593,"Sauce, cheese, packet mix, dry","10 samples, 4 brands",BV,12-271 ,"Milk Products and Eggs Supplement, 1989;  and industry data, 2013. Fat, sat fat, sodium and chloride updated with industry data, 2014 (Colman's products)",,1.00,,,6.25,
17-628,"Sauce, Chinese cook in, sweet & sour","10 samples, 7 products, chilled and ambient",WC,,"Direct Laboratories, Nutrient analysis catch up project, 2003; and industry data, 2013",,1.00,,,6.25,0.956
17-629,"Sauce, Chinese stir fry","10 samples, 10 products, including black bean and Szechuan, chilled and ambient",WC,,"Direct Laboratories, Nutrient analysis catch up project, 2003; and industry data, 2013",,1.00,,,6.25,0.956
15-879,"Sauce, curry, onion, with butter, homemade",Onion base for curry. Recipe from review of recipe collection,DR,15-597 ,Updated 2014,,1.00,,,,
15-880,"Sauce, curry, onion, with vegetable oil, homemade",Onion base for curry. Recipe from review of recipe collection,DR,15-598 ,Updated 2014,,1.00,,,,
15-751,"Sauce, curry, sweet, UK type, homemade",Recipe. Basic UK-type sauce with fruit and coconut. Recipe from review of recipe collection,DR,15-599 ,Updated 2014,,1.00,,,,
15-881,"Sauce, curry, tomato and onion, homemade",Recipe. Gujerati dish. Recipe from a personal collection,DR,15-600 ,Updated 2014,,1.00,,,,
17-329,"Sauce, dry, casserole mix","8 samples, 5 brands; including liver and bacon, sausage, beef Bourguignon mixes",WC,,"Reviewed 2013. LFRA, Nutrient analysis of miscellaneous foods, 1992",,1.00,,,,
17-330,"Sauce, dry, casserole mix, made up",Calculated from 70g powder to 568ml water,WC,,"LFRA, Nutrient analysis of miscellaneous foods, 1992",,1.00,,,,
19-577,"Sauce, duck a l'orange",Used for duck a l'orange recipe calculations,MR,19-395 ,Updated 2014,,1.00,,,,
17-626,"Sauce, Indian cook in, korma/tikka masala","10 samples, 10 products, ambient",WC,,"Direct Laboratories, Nutrient analysis catch up project, 2003; and industry data, 2013",,1.00,,,6.25,0.956
17-625,"Sauce, pasta, carbonara type","10 samples, 9 products, chilled and ambient",WC,,"LGC, Nutrient analysis of pasta and pasta sauces, 2003; and industry data, 2013",,1.00,,,6.25,0.945
17-624,"Sauce, pasta, four cheese","10 samples, 8 products, chilled and ambient",WC,,"LGC, Nutrient analysis of pasta and pasta sauces, 2003; and industry data, 2013",,1.00,,,6.38,0.945
17-618,"Sauce, pasta, tomato based, for bolognese","10 samples, 9 products, ambient",WC,17-323 ,"LGC, Nutrient analysis of pasta and pasta sauces, 2003; and industry data, 2013",,1.00,,,6.25,0.956
17-619,"Sauce, pasta, tomato based, napoletana","11 samples, 10 products, including tomato and basil sauce, ambient",WC,,"LGC, Nutrient analysis of pasta and pasta sauces, 2003; and industry data, 2013",,1.00,,,6.25,0.956
17-620,"Sauce, pasta, tomato based, reduced fat","6 samples, 3 products, ambient",WC,,"LGC, Nutrient analysis of pasta and pasta sauces, 2003; and industry data, 2013",,1.00,,,6.25,0.8
17-621,"Sauce, pasta, tomato based, with added vegetables","10 samples, 9 products, including chargrilled vegetable, sweet pepper, arrabbiata and mushroom pasta sauce, ambient",WC,,"LGC, Nutrient analysis of pasta and pasta sauces, 2003; and industry data, 2013",,1.00,,,6.25,0.956
17-827,"Sauce, pasta, white, with ham and mushrooms, homemade",Recipe,WC,17-614 ,Updated 2014,,1,,,,
17-336,"Sauce, sweet and sour, take-away","7 samples purchased from Chinese restaurants, sundry-style dipping sauce",WCN,,"LFRA, Nutrient analysis of miscellaneous foods, 1992",,1.00,,,,
15-882,"Sauce, tomato and mushroom, homemade","Recipe, Sauce for pasta or pizza. Recipe from review of recipe collection",DR,15-601 ,Updated 2014,,1.00,,,,
17-834,"Sauce, tomato based, homemade",Recipe,WC,17-581 ,Updated 2014,,1.00,,,,
17-630,"Sauce, traditional cook in, tomato based","10 samples including chasseur and red wine sauce, chilled and ambient",WC,17-295 ,"Direct Laboratories, Nutrient analysis catch up project, 2003; and industry data, 2013",,1.00,,,6.25,0.956
17-631,"Sauce, traditional cook in, white sauce based","110 samples, 10 products, including white wine sauces, cheese sauces and creamy sauces, chilled and ambient",WC,17-295 ,"Direct Laboratories, Nutrient analysis catch up project, 2003",,1.00,,,6.25,0.956
17-627,"Sauces, Indian cook in, other","10 samples, 9 products, including balti, rogan josh, jalfrezi, ambient",WC,,"Direct Laboratories, Nutrient analysis catch up project, 2003; and industry data, 2013",,1.00,,,6.25,0.956
13-336,Sauerkraut,"10 samples, 3 brands. Bottled and canned, drained",DR,,"Reviewed 2013. LGC, Canned and other processed vegetable products survey, 1985",,0.71,,,,
19-468,"Sausage roll, flaky pastry, ready-to-eat, retail","10 samples, 10 products, mini and large",MI,,"DH, Nutrient analysis of a range of processed foods with particular reference to trans fatty acids, 2013",,1.00,,,6.25,0.953
19-643,"Sausage rolls, short pastry, homemade",Recipe,MI,19-068 ,Updated 2014,,1.00,,,,
19-653,"Sausages, beef, fried in vegetable oil","6 samples of thick sausages, chilled",MI,19-076 ,"LGC, Analytical survey of meat products, 1990-1991; CCFRA, Programme of mini surveys: survey of sausages, 2003; and industry data, 2013",,1.00,,,6.25,0.93
19-489,"Sausages, beef, grilled","6 samples of thick sausages, chilled. Approx 60-81% meat",MI,19-077 ,"LGC, Analytical survey of meat products, 1990-1991; CCFRA, Programme of mini surveys: survey of sausages, 2003; and industry data, 2013",,1.00,,,6.25,0.93
19-656,"Sausages, beef, raw","6 samples of thick sausages. 50-55% meat, chilled",MI,19-075 ,"LGC, Analytical survey of meat products, 1990-1991; CCFRA, Programme of mini surveys: survey of sausages, 2003; and industry data, 2013",,1.00,,,6.25,0.93
19-512,"Sausages, pork, chilled, fried in vegetable oil",16 samples,MI,19-079 ,"LGC, Analytical survey of meat products, 1990-1991; and industry data, 2013",,1.00,,,6.25,0.93
19-509,"Sausages, pork, chilled, grilled",16 samples,MI,19-080 ,"LGC, Analytical survey of meat products, 1990-1991; and industry data, 2013",,1.00,,,6.25,
19-654,"Sausages, pork, frozen, fried in vegetable oil",Analysis and calculation from 19-081,MI,19-082 ,"LGC, Analytical survey of meat products, 1990-1991; and industry data, 2013",,1.00,,,6.25,
19-655,"Sausages, pork, frozen, grilled",10 samples,MI,19-083 ,"LGC, Analytical survey of meat products, 1990-1991; and industry data, 2013",,1.00,,,6.25,
19-510,"Sausages, pork, raw","Average of frozen and chilled samples, thick and thin, 65-70% meat",MI,19-318 ,"LGC, Analytical survey of meat products, 1990-1991; and industry data, 2013",,1.00,,,6.25,
19-662,"Sausages, pork, reduced fat, fried in vegetable oil","7 samples, 5 brands of thin and thick sausages, chilled/frozen",MI,19-085 ,"LGC, Analytical survey of meat products, 1990-1991; CCFRA, Programme of mini surveys: survey of sausages, 2003; and industry data, 2013",,1.00,,,6.25,0.93
19-511,"Sausages, pork, reduced fat, grilled","7 samples, 5 brands, frozen and chilled, 65-68% meat",MI,19-086 ,"LGC, Analytical survey of meat products, 1990-1991; CCFRA, Programme of mini-surveys: survey of sausages, 2003; and industry data, 2013",,1.00,,,6.25,
19-658,"Sausages, pork, reduced fat, raw","7 samples, 5 brands of thin and thick sausages. 50-65% meat, chilled/frozen",MI,19-084 ,"LGC, Analytical survey of meat products, 1990-1991; CCFRA, Programme of mini-surveys: survey of sausages, 2003; and industry data, 2013",,1.00,,,6.25,0.93
19-661,"Sausages, premium, fried in vegetable oil","Analyses and calculation from 19-094, chilled",MI,19-094 ,"LGC, Analytical survey of meat products, 1990-1991",,1.00,,,,0.93
19-513,"Sausages, premium, grilled","Analyses and calculation from 19-093, chilled",MI,19-095 ,"LGC, Analytical survey of meat products, 1990-1991; industry data, 2013; and CCFRA, Programme of mini-surveys: survey of sausages, 2003",,1.00,,,6.25,
19-657,"Sausages, premium, raw","10 samples, 9 brands including Cumberland and Lincolnshire  sausages. 50-90% meat",MI,19-093 ,"LGC, Analytical survey of meat products, 1990-1991; industry data, 2013; and CCFRA, Programme of mini-surveys: survey of sausages, 2003",,1.00,,,6.25,0.93
